id,title,authors,publisher,published_date,description,reading_modes,page_count,categories,language,is_ebook,epub_is_available,pdf_is_available,maturity_rating,public_domain,image_links,preview_link
oQ0hCgAAQBAJ,A New Hope,Robyn Carr,MIRA,2015-06-30,"Starting over in a small town after the tragic loss of her child, florist Ginger Dysart begins working on a big family wedding before forging a friendship that evolves into something more.",,330.0,['Fiction'],en,False,False,False,NOT_MATURE,False,http://books.google.com/books/content?id=oQ0hCgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com.br/books?id=oQ0hCgAAQBAJ&printsec=frontcover&dq=subject:romance&hl=&cd=87&source=gbs_api
7XSgSQAACAAJ,Romance Treasury,,,1975,,,537.0,['Romance'],en,False,False,False,NOT_MATURE,False,,http://books.google.com.br/books?id=7XSgSQAACAAJ&dq=subject:romance&hl=&cd=88&source=gbs_api
tO0dtQEACAAJ,Marry Me by Sundown,Johanna Lindsey,"Wheeler Publishing, Incorporated",2018-07-04,"""Published in 2018 by arrangement with Galley Books, an imprint of Simon & Schuster, Inc.""--Copyright page.",,0.0,['Fiction'],en,False,False,False,NOT_MATURE,False,http://books.google.com/books/content?id=tO0dtQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com.br/books?id=tO0dtQEACAAJ&dq=subject:romance&hl=&cd=89&source=gbs_api
puA-l8kNhOYC,"To Sir Phillip, with Love",Julia Quinn,,2003,She wrote him a letter and he stole her heart.,,274.0,['Fiction'],en,False,False,False,NOT_MATURE,False,http://books.google.com/books/content?id=puA-l8kNhOYC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com.br/books?id=puA-l8kNhOYC&dq=subject:romance&hl=&cd=90&source=gbs_api
KYebDwAAQBAJ,Someone to Honor,Mary Balogh,Berkley Books,2019,"Abigail Westcott must contend with the infuriating charms of Gilbert Bennington, the officer who has escorted her wounded brother, Harry, home from the Napoleonic wars.",,338.0,['Fiction'],en,False,False,True,NOT_MATURE,False,http://books.google.com/books/content?id=KYebDwAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com.br/books?id=KYebDwAAQBAJ&dq=subject:romance&hl=&cd=91&source=gbs_api
S2_dEAAAQBAJ,Just Once,Karen Kingsbury,Simon and Schuster,2023-11-14,"1941, Bloomington, Indiana. Irvel Ellis is too focused on her secret to take much notice in the war raging overseas. She's dating Sam but in love with his brother, Hank. When Pearl Harbor is attacked, their lives are turned upside down overnight, Sam is drafted; Hank wants to enlist, but Sam insists he stay home and take up the battle on the home front. While Sam fights in Europe, an undeniable chemistry builds between Irvel and Hank but neither would dare cross that line. When a devastating telegram comes, Hank enlists the next day and has just two weeks until he ships out. Years later, Hank and Irvel make a series of VHS tapes for her to play as she sinks into Alzheimer's, determined to keep some of her memories alive. - adapted from publisher info and perusal of book",,336.0,['Fiction'],en,False,False,False,NOT_MATURE,False,http://books.google.com/books/content?id=S2_dEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com.br/books?id=S2_dEAAAQBAJ&printsec=frontcover&dq=subject:romance&hl=&cd=92&source=gbs_api
fzdMPgAACAAJ,Rising Tides,Nora Roberts,Turtleback Books,1998-08,"""New York Times"" bestselling author Nora Roberts presents the second novel in a dramatic trilogy of three men who return home to honor their father's last wish--to care for Seth, a troubled boy in need of a family. The first novel, ""Sea Swept"" brings the character of Cameron Quinn, a racing boat driver, to life. Here, the quiet brother, a fisherman, Ethan Quinn's character is explored.",,0.0,['Fiction'],en,False,False,False,NOT_MATURE,False,http://books.google.com/books/content?id=fzdMPgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com.br/books?id=fzdMPgAACAAJ&dq=subject:romance&hl=&cd=93&source=gbs_api
YruhAAAACAAJ,On the Night of the Seventh Moon,Victoria Holt,,1979,"""For generations, Victoria Holt has dazzled and entertained millions of readers with her spine-tingling novels of romantic suspense. ""On the Night of the Seventh Moon ""is one of her most evocative, magical, and chilling.""""Come take a journey into a dark and shadowy forest where nothing is as it seems.""..."""" On the night of the seventh moon, according to ancient Black Forest legend, Loke, the god of mischief, is abroad in the world. It is a night for singing and dancing. And it is a night for love. Helena Trant was enchanted by everything she found in the Black Forest--its people, its mysterious castles, its legends and lore. Especially its legends of love. Until the day she started to live one of them and the enchantment turned suddenly into a terrifying nightmare....",,557.0,['English fiction'],en,False,False,False,NOT_MATURE,False,,http://books.google.com.br/books?id=YruhAAAACAAJ&dq=subject:romance&hl=&cd=94&source=gbs_api
SRR5DAAAQBAJ,Up in Flames,Abbi Glines,Simon and Schuster,2016-06-28,"""The villain of Rosemary Beach finally gets her own happy ending in the long-awaited final novel of the #1 New York Times bestselling new adult romance series by Abbi Glines""--",,256.0,['Fiction'],en,False,False,False,NOT_MATURE,False,http://books.google.com/books/content?id=SRR5DAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com.br/books?id=SRR5DAAAQBAJ&printsec=frontcover&dq=subject:romance&hl=&cd=95&source=gbs_api
sTuZLM_dLTgC,West Side Story,Irving Shulman,Simon and Schuster,1990-04-15,"From the silver screen to the Great White Way--one of the greatest stories of all time. They came together through love but violence threatened to tear them apart. Maria was young and innocent and had never known love--until Tony. And he, who had been seeking something beyond the savagery of the streets, discovered it with her. But Maria's brother was leader of the Sharks and Tony had once led the rival Jets. Now both gangs were claiming the same turf. Tony promised Maria that he would stay out of it. Would he be able to keep his word? Or would their newfound love be destroyed by sudden death?",,164.0,['Fiction'],en,False,False,False,NOT_MATURE,False,http://books.google.com/books/content?id=sTuZLM_dLTgC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com.br/books?id=sTuZLM_dLTgC&printsec=frontcover&dq=subject:romance&hl=&cd=96&source=gbs_api
ZhBbAAAAMAAJ,Malafrena,Ursula K. Le Guin,Penguin Adult Hc/Tr,1979,"""When the fiery, idealistic Itale is sent away to school, he quickly falls under the sway of an underground revolutionary movement sworn to destroy Austria's domination of Orsinia. Itale is prepared to die for his country's independence and refuses to return home ot the complacent life of a wealthy landowner.""--Dust jacket flap.",,380.0,['Fiction'],en,False,False,False,NOT_MATURE,False,http://books.google.com/books/content?id=ZhBbAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com.br/books?id=ZhBbAAAAMAAJ&dq=subject:romance&hl=&cd=97&source=gbs_api
hNd5wwEACAAJ,The Mistake,Elle Kennedy,,2015-04-28,The second book in the Off-Campus series from New York Times bestselling author Elle Kennedy.,,298.0,['Fiction'],en,False,False,False,NOT_MATURE,False,http://books.google.com/books/content?id=hNd5wwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com.br/books?id=hNd5wwEACAAJ&dq=subject:romance&hl=&cd=98&source=gbs_api
fp-cQwAACAAJ,Chasing Perfect,Susan Mallery,Center Point Pub,2010,"When she settles down in Fool's Gold, California, city planner Charity Jones, who has a past rife with romantic disasters, is tempted to take a chance on the town's most famous resident, former world-class cyclist Josh Golden.",,382.0,['Fiction'],en,False,False,False,NOT_MATURE,False,http://books.google.com/books/content?id=fp-cQwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com.br/books?id=fp-cQwAACAAJ&dq=subject:romance&hl=&cd=99&source=gbs_api
JmctAAAAMAAJ,"Her Letter, His Answer & Her Last Letter",Bret Harte,,1905,Poems written from the point of view of a woman.,,134.0,['American poetry'],en,False,False,True,NOT_MATURE,False,http://books.google.com/books/content?id=JmctAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com.br/books?id=JmctAAAAMAAJ&dq=subject:romance&hl=&cd=100&source=gbs_api
678NkgAACAAJ,The Darkest Lie,Gena Showalter,,2010,"Gideon, the keeper of the demon of lies, knows instantly whenever anyone speaks false and suffers whenever he speaks the truth. Yet when he captures Scarlet, a demon-possessed immortal who claims to be his wife, Gideon knows she tells the truth yet can't remember wedding--or bedding--her.",,0.0,['Demonology'],en,False,False,False,NOT_MATURE,False,http://books.google.com/books/content?id=678NkgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com.br/books?id=678NkgAACAAJ&dq=subject:romance&hl=&cd=101&source=gbs_api
1qjKnJk6t9MC,Angel,Barbara Taylor Bradford,Random House (NY),1993,"All were orphans when they met in their teens in the late seventies, and they vowed to be a family. As they reunite at a film party in London, it is Rosalind Madigan, the angel of the title, who holds them together. An Academy Award-winning designer blessed with innate goodness, Rosie is troubled by commitments that leave her feeling estranged from herself and her friends: Gavin Ambrose, a Hollywood megastar, a brilliant actor/producer whose personal life is not as successful as it appears (Nell Jeffrey, head of an international public relations firm and Rosie's best friend, a glamorous woman having a secret love affair (and Kevin Madigan, Rosie's brother, an undercover cop in the NYPD Crime Intelligence Division who specializes in fighting organized crime, an assignment that threatens his life. Into their midst come a dashing French aristocrat and the world's most successful popular singer, two men who disrupt--and irrevocably transform--""the family...."" ANGEL Told with the power that only Barbara Taylor Bradford can bring to the page, this stunning novel is about a group of friends--and also about individuals who, facing their own mortality, must reevaluate their lives and strengthen their commitments. Exciting and moving, it will fascinate you from beginning to end. ""From the Paperback edition.",,420.0,['Fiction'],en,False,False,False,NOT_MATURE,False,http://books.google.com/books/content?id=1qjKnJk6t9MC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com.br/books?id=1qjKnJk6t9MC&dq=subject:romance&hl=&cd=102&source=gbs_api
3MdXPgAACAAJ,The Blue Castle,Lucy Maud Montgomery,,1977,"Valancy lives a drab life with her overbearing mother and prying aunt. Then a shocking diagnosis from Dr. Trent prompts her to make a fresh start. For the first time, she does and says exactly what she feels. As she expands her limited horizons, Valancy undergoes a transformation, discovering a new world of love and happiness. One of Lucy Maud Montgomery's only novels intended for an adult audience, The Blue Castle is filled with humour and romance.",,264.0,['Canada'],en,False,False,False,NOT_MATURE,False,,http://books.google.com.br/books?id=3MdXPgAACAAJ&dq=subject:romance&hl=&cd=103&source=gbs_api
MRVWygEACAAJ,The Play,Elle Kennedy,,2019-10-07,A brand-new standalone novel in the New York Times bestselling Briar U series by Elle Kennedy.,,422.0,['College students'],en,False,False,False,NOT_MATURE,False,http://books.google.com/books/content?id=MRVWygEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com.br/books?id=MRVWygEACAAJ&dq=subject:romance&hl=&cd=104&source=gbs_api
ZfH5ngEACAAJ,The Last Song,Nicholas Sparks,Grand Central Pub,2009-09-08,"Her teenage life turned upside-down by her parents' divorce and her father's relocation out of state, Ronnie Miller remains bitter three years later when her mother urges her to spend a summer with her father, a concert pianist who is quietly immersed in creating a work of art that will become the centerpiece of a local church. By the best-selling author of The Lucky One. Movie tie-in.",,390.0,['Fiction'],en,False,False,False,NOT_MATURE,False,http://books.google.com/books/content?id=ZfH5ngEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com.br/books?id=ZfH5ngEACAAJ&dq=subject:romance&hl=&cd=105&source=gbs_api
NHYAAAAACAAJ,Almost Forever,Linda Howard,MIRA,1998-07-24,"Almost Forever by Linda Howard released on Jul 24, 1998 is available now for purchase.",,0.0,['Businesswomen'],en,False,False,False,NOT_MATURE,False,http://books.google.com/books/content?id=NHYAAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com.br/books?id=NHYAAAAACAAJ&dq=subject:romance&hl=&cd=106&source=gbs_api
VXVWAAAAYAAJ,"Jigsaw, an Unsentimental Education",Sybille Bedford,Penguin Books,1990,"An autobiographical novel based on Sybille Bedford's highly unusual childhood, moving from a south-German Schloss full of animals and expensive wines to a nonconformist family in the North of England.",,356.0,['Fiction'],en,False,False,False,NOT_MATURE,False,http://books.google.com/books/content?id=VXVWAAAAYAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com.br/books?id=VXVWAAAAYAAJ&dq=subject:romance&hl=&cd=107&source=gbs_api
nxb1YNBqAcsC,The Horse Whisperer,Nicholas Evans,"Random House Digital, Inc.",1996,"His name is Tom. His voice can calm wild horses, his touch can heal broken spirits. And Annie has traveled a long ways to find him, desperate to heal her injured daughter, her horse, and her heart.",,144.0,['Fiction'],en,False,False,False,NOT_MATURE,False,http://books.google.com/books/content?id=nxb1YNBqAcsC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com.br/books?id=nxb1YNBqAcsC&dq=subject:romance&hl=&cd=108&source=gbs_api
JfbNGAAACAAJ,Miracle,Danielle Steel,Bantam Press,2005,"It is New Year's Eve when the storm of the century hits northern California. In a quiet neighborhood in San Francisco, amid the chaos of fallen trees and damaged homes, the lives of three strangers are about to collide. For Quinn Thompson, what happens in the storm's wake will bring down a barrier he has built around himself since his wife's death. For neighbor Maggie Dartman, it will spark friendship at a time when she needs it most. And for Jack Adams, a carpenter who will repair Quinn's and Maggie's homes, the storm brings an opportunity: to help two people and to be repaid with the greatest gift of all. As three lives come together and a unique friendship is forged, something extraordinary begins to happen... Maggie, still grieving a loss, slowly comes alive again - and Jack finally shares a painful secret he has hidden for years. But at the center of the friendship is Quinn. A man who has scaled heights of success in business, Quinn is now adrift, waiting as builders put the finishing touches on his newest passion, a 180-foot yacht he plans to sail around the world. Looking back at all he missed with his family while he built his empire, Quinn is consumed by guilt, focused only on escaping to the sea. But as his plans near completion, and his friendship with Maggie begins to change, Quinn faces a choice - between a safe haven and an adventure of the heart. The choice he makes will affect other lives as powerfully as his own. And it will take him on an extraordinary journey - and into a second, terrifying storm, one that will bring him danger... or deliverance. Danielle Steel brings us miracles big and small - the kind we are blessed with and those we give to others. With a subtle hand and a flawless touch, she has written a novel that soars with hope, and makes us laugh, cry, and care.",,181.0,['Businessmen'],en,False,False,False,NOT_MATURE,False,http://books.google.com/books/content?id=JfbNGAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com.br/books?id=JfbNGAAACAAJ&dq=subject:romance&hl=&cd=109&source=gbs_api
DD1mvgEACAAJ,Dance Upon the Air,Nora Roberts,,2001,"When Nell Channing arrives on charming Three Sisters Island, she believes that she's finally found refuge from her abusive husband --and from the terrifying life she fled so desperately eight months ago. But even in this quiet , peaceful place, Nell never feels entirely at ease. Careful to conceal her true identity, she takes a job as a cook at the local bookstore cafe--and begins to explore her feelings for the island sheriff, Zack Todd. But there is a part of herself she can never reveal to him--for she must continue to guard her secrets if she wants to keep the past at bay. One careless word, one misplaced confidence, and the new life she's so carefully created could shatter completely. Just as Nell starts to wonder if she'll ever be able to break free of her fear, she realizes that the island suffers under a terrible curse--one that can only be broken by the descendants of the Three Sisters, the witches who settled the island back in 1692. And now, with the help of two other strong, gifted women, and the nightmares of the past haunting her every step, she must find the power to save her home, her love, and herself.",,386.0,['Abused wives'],en,False,False,False,NOT_MATURE,False,http://books.google.com/books/content?id=DD1mvgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com.br/books?id=DD1mvgEACAAJ&dq=subject:romance&hl=&cd=110&source=gbs_api
5iqA35LRO5gC,The Dogs and the Wolves,Irène Némirovsky,Random House,2010,"A wonderful, panoramic novel and an achingly poignant love story from the bestselling author of Suite Française.",,227.0,['Fiction'],en,False,False,True,NOT_MATURE,False,http://books.google.com/books/content?id=5iqA35LRO5gC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com.br/books?id=5iqA35LRO5gC&dq=subject:romance&hl=&cd=111&source=gbs_api
afxEU2jcPn0C,Above and Beyond,Sandra Brown,MIRA,2004,"Trevor falls in love with Kyla when he reads the letters she sent to her husband, his now-dead comrade.",,244.0,['Fiction'],en,False,False,False,NOT_MATURE,False,http://books.google.com/books/content?id=afxEU2jcPn0C&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com.br/books?id=afxEU2jcPn0C&dq=subject:romance&hl=&cd=112&source=gbs_api
oeHGrQEACAAJ,Devoted in Death HB,J. D. Robb,Piatkus Books,2015-09-08,Eve Dallas tracks a young couple whose heated passion for each other is fueled by cold brutality.,,0.0,"['Dallas, Eve (Fictitious character)']",en,False,False,False,NOT_MATURE,False,http://books.google.com/books/content?id=oeHGrQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com.br/books?id=oeHGrQEACAAJ&dq=subject:romance&hl=&cd=113&source=gbs_api
b-JlAAAAMAAJ,Gabriel's Angel,Nora Roberts,Silhouette,1989,"Pregnant, alone, and on the run to protect her unborn child, Laura Malone finds herself stranded with Gabriel Bradley, with whom she forms a bond after he provides her with shelter and friendship through the storm.",,296.0,['Fiction'],en,False,False,False,NOT_MATURE,False,http://books.google.com/books/content?id=b-JlAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com.br/books?id=b-JlAAAAMAAJ&dq=subject:romance&hl=&cd=114&source=gbs_api
zfDKrQEACAAJ,P.S. I Still Love You,Jenny Han,,2015-05-26,Lara Jean and her love letters are back in this irresistible sequel to 'To All the Boys I've Loved Before',,0.0,['Dating (Social customs)'],en,False,False,False,NOT_MATURE,False,http://books.google.com/books/content?id=zfDKrQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com.br/books?id=zfDKrQEACAAJ&dq=subject:romance&hl=&cd=115&source=gbs_api
xW0pLmS9i5gC,The Bachelor List,Jane Feather,Random House of Canada,2004,"The eldest of three sisters who run a discreet matchmaking service in Edwardian London, Constance Duncan finds herself falling for Max Ensor, an exasperating politician whose old-fashioned attitudes infuriate Constance.",,343.0,['Fiction'],en,False,False,True,NOT_MATURE,False,http://books.google.com/books/content?id=xW0pLmS9i5gC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com.br/books?id=xW0pLmS9i5gC&dq=subject:romance&hl=&cd=116&source=gbs_api
rwCjngEACAAJ,Single by Saturday,Catherine Bybee,,2014,"A year ago, Karen Jones agreed to wed a famous actor to defuse rumors about his personal life. Now, her divorce sits just around the corner, along with a five million dollar payout. However, as she prepares to exit her fake marriage gracefully, her drop-dead-gorgeous brother-in-law walks through the door--and into her heart.",,0.0,['Bodyguards'],en,False,False,False,NOT_MATURE,False,http://books.google.com/books/content?id=rwCjngEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com.br/books?id=rwCjngEACAAJ&dq=subject:romance&hl=&cd=117&source=gbs_api
Mu65CwAAQBAJ,Dirty,Kylie Scott,Macmillan,2016-04-19,He’s an ex-musician turned bartender who’s a bit rough around the edges; she’s a brokenhearted bride who ran from a disaster at the altar; can this sexy bad boy be the Mr. Right she was looking for all along?,,289.0,['Fiction'],en,False,False,True,MATURE,False,http://books.google.com/books/content?id=Mu65CwAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com.br/books?id=Mu65CwAAQBAJ&dq=subject:romance&hl=&cd=118&source=gbs_api
LAehDAAAQBAJ,Magic,Danielle Steel,,2016,"""Magic is the mesmerizing new novel from Danielle Steel, whose many #1 New York Times bestselling tales have made her one of America's most beloved writers""--",,338.0,['Fiction'],en,False,False,True,NOT_MATURE,False,http://books.google.com/books/content?id=LAehDAAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com.br/books?id=LAehDAAAQBAJ&dq=subject:romance&hl=&cd=119&source=gbs_api
XfkrDAAAQBAJ,Obsidian,Jennifer L. Armentrout,Macmillan,2012-05-08,"""A Liz Pelletier collection book""--P. [4] of cover.",text,281.0,['Juvenile Fiction'],en,False,True,True,NOT_MATURE,False,http://books.google.com/books/content?id=XfkrDAAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com.br/books?id=XfkrDAAAQBAJ&dq=subject:romance&hl=&cd=120&source=gbs_api
qEKp0AEACAAJ,The Promise,Danielle Steel,,1978,,,0.0,['Large type books'],en,False,False,False,NOT_MATURE,False,,http://books.google.com.br/books?id=qEKp0AEACAAJ&dq=subject:romance&hl=&cd=121&source=gbs_api
PSr1zQEACAAJ,It Happened One Summer,Tessa Bailey,Avon Books,2021-07-13,"Tessa Bailey is back with a Schitt's Creek-inspired rom-com about a Hollywood ""It Girl"" who's cut off from her wealthy family and exiled to a small Pacific Northwest beach town... where she butts heads with a surly, sexy local who thinks she doesn't belong. Piper Bellinger is fashionable, influential, and her reputation as a wild child means the paparazzi are constantly on her heels. When too much champagne and an out-of-control rooftop party lands Piper in the slammer, her stepfather decides enough is enough. So he cuts her off, and sends Piper and her sister to learn some responsibility running their late father's dive bar... in Washington. Piper hasn't even been in Westport for five minutes when she meets big, bearded sea captain Brendan, who thinks she won't last a week outside of Beverly Hills. So what if Piper can't do math, and the idea of sleeping in a shabby apartment with bunk beds gives her hives. How bad could it really be? She's determined to show her stepfather--and the hot, grumpy local--that she's more than a pretty face. Except it's a small town and everywhere she turns, she bumps into Brendan. The fun-loving socialite and the gruff fisherman are polar opposites, but there's an undeniable attraction simmering between them. Piper doesn't want any distractions, especially feelings for a man who sails off into the sunset for weeks at a time. Yet as she reconnects with her past and begins to feel at home in Westport, Piper starts to wonder if the cold, glamorous life she knew is what she truly wants. LA is calling her name, but Brendan--and this town full of memories--may have already caught her heart.",,416.0,,en,False,False,False,NOT_MATURE,False,http://books.google.com/books/content?id=PSr1zQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com.br/books?id=PSr1zQEACAAJ&dq=subject:romance&hl=&cd=122&source=gbs_api
1tc7LUwxVfcC,The Princess Diaries,Meg Cabot,Harper Collins,2001-06-26,"Just in time for the Disney feature-film release comes the paperback edition of ""The Princess Diaries""--the story of a 14-year-old high school girl who discovers she's the crown princess of a European principality.",,322.0,['Juvenile Fiction'],en,False,False,True,NOT_MATURE,False,http://books.google.com/books/content?id=1tc7LUwxVfcC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com.br/books?id=1tc7LUwxVfcC&dq=subject:romance&hl=&cd=123&source=gbs_api
tWHaCwAAQBAJ,Down the Rabbit Hole,"J. D. Robb, Mary Blayney, Elaine Fox, Mary Kay McComas, Ruth Ryan Langan",Berkley,2015-09-29,"Inspired by the enchanting Lewis Carroll classic, a collection of stories, takes readers to a place rife with the mad, impossible, and the curiouser that is neither here nor there and where things are never quite as they seem.",,434.0,['Fiction'],en,False,False,True,NOT_MATURE,False,http://books.google.com/books/content?id=tWHaCwAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com.br/books?id=tWHaCwAAQBAJ&dq=subject:romance&hl=&cd=124&source=gbs_api
nlYRptvHX10C,Solo,Jack Higgins,Dell Publishing Company,1981-09-15,Protagonist John Mikali is a genius capable of moving within minutes from committing cold-blooded murder to performing brilliantly at the piano and then making love passionately.,,296.0,['Fiction'],en,False,False,False,NOT_MATURE,False,http://books.google.com/books/content?id=nlYRptvHX10C&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com.br/books?id=nlYRptvHX10C&dq=subject:romance&hl=&cd=125&source=gbs_api
QASRvgEACAAJ,Rising Tides,Nora Roberts,,1998,,,339.0,['Bays'],en,False,False,False,NOT_MATURE,False,,http://books.google.com.br/books?id=QASRvgEACAAJ&dq=subject:romance&hl=&cd=126&source=gbs_api
fnWqzwEACAAJ,Pretty Reckless,L. J. Shen,Bloom Books,2023-08-22,"They say revenge is a dish best served cold... Penn Scully has had four years to stew on what Daria Followhill did to him, and now his heart is completely iced over. He took her first kiss, and she took away the only person he ever loved. He asked her to save the rest of her firsts for him, and she walked all over his heart in stiletto heels and left it bleeding out on a bright summer day. Now, everything has changed. When circumstances leave Penn homeless in his senior year, the Followhills take him in as their latest shiny project. That means, for the time being, he's Daria's housemate, living right across the hall. And once he sees her again, he's determined to make this spoiled princess pay for ruining the only good thing in his life. But Daria is used to being misunderstood. Being slammed for every snarky comment, cynical eye roll, and foot she puts in the way of the people who hurt her. Being the girl everyone wants to see cry, and keeping her tears hidden. Penn wanted her firsts, but she wants to be his last everything. The problem is, once they see past each other's cutting barbs and wounded hearts, the truths they uncover might just start something new altogether.",,0.0,['Fiction'],en,False,False,False,NOT_MATURE,False,http://books.google.com/books/content?id=fnWqzwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com.br/books?id=fnWqzwEACAAJ&dq=subject:romance&hl=&cd=127&source=gbs_api
5KZ9rgEACAAJ,Devoted in Death,J. D. Robb,Piatkus Books,2016-01-28,"It's a new year in New York city, and two star-crossed lovers have just discovered an insatiable appetite...for murder. Lieutenant Eve Dallas has witnessed some grisly crimes in her career and she knows just how dark things can get on the streets. But when a much-loved musician is found dead, Eve soon realises that his murder is part of a horrifying killing spree, stretching right across the country. Now the killers have reached New York, and they've found themselves another victim. Eve knows she only has a couple of days to save a young girl's life, and to stop the killers before their sadistic games escalate. Eve's husband Roarke is ready to put his brains and his considerable resources behind the search. But even as the couple works closely together, time is running out...",,0.0,['Fiction'],en,False,False,False,NOT_MATURE,False,http://books.google.com/books/content?id=5KZ9rgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com.br/books?id=5KZ9rgEACAAJ&dq=subject:romance&hl=&cd=128&source=gbs_api
gM9FPgAACAAJ,A Death in Vienna,Daniel Silva,,2004-01-01,"Following 'The English Assassin' and 'The Confessor', this is the final novel in the trilogy to feature art restorer and spy Gabriel Allon. He is sent to Vienna to discover the truth behind a bombing which killed an old friend - a Nazi hunter.",,523.0,"['Allon, Gabriel (Fictitious character)']",en,False,False,False,NOT_MATURE,False,,http://books.google.com.br/books?id=gM9FPgAACAAJ&dq=subject:romance&hl=&cd=129&source=gbs_api
EaWzoAEACAAJ,Maid for Love,Marie Force,,2016-04-11,"With more than 1.5 million copies of the New York Times Bestselling McCarthys of Gansett Island Series sold since Maid for Love debuted in April 2011, this series has quickly become a fan favorite! The McCarthys of Gansett Island: Book 1 Maddie Chester is determined to leave her hometown of Gansett Island, a place that has brought her only bad memories and ugly rumors. Then she's knocked off her bike on the way to her housekeeping job at McCarthy's Resort Hotel by Gansett's ""favorite son,"" Mac McCarthy. He's back in town to help his father with preparations to sell the family resort and has no intention of staying long. When Mac accidentally sends Maddie flying over the handlebars, badly injuring her, he moves in to nurse her back to health and help care for her young son. He soon realizes his plans for a hit-and-run visit to the island are in serious jeopardy, and he just may be ""maid"" for love. The McCarthys of Gansett Island Series Book 1: Maid for Love Book 2: Fool for Love Book 3: Ready for Love Book 4: Falling for Love Book 5: Hoping for Love Book 6: Season for Love Book 7: Longing for Love Book 8: Waiting for Love Book 9: Time for Love Book 10: Meant for Love Book 10.5: Chance for Love, A Gansett Island Novella Book 11: Gansett After Dark Book 12: Kisses After Dark Book 13: Love After Dark",,0.0,['Housekeepers'],en,False,False,False,NOT_MATURE,False,http://books.google.com/books/content?id=EaWzoAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com.br/books?id=EaWzoAEACAAJ&dq=subject:romance&hl=&cd=130&source=gbs_api
Z9dlAAAAMAAJ,Northern Lights,Nora Roberts,Putnam Adult,2004,"Baltimore cop Nate Burke gives up his job after the death of his partner and accepts the position of chief of police in the small town of Lunacy, Alaska, where his newfound peace, and his relationship with Meg Galloway is threatened by a killer who struck years before Burke's arrival and is still walking the streets.",,584.0,['Fiction'],en,False,False,False,NOT_MATURE,False,http://books.google.com/books/content?id=Z9dlAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com.br/books?id=Z9dlAAAAMAAJ&dq=subject:romance&hl=&cd=131&source=gbs_api
