id,title,authors,publisher,published_date,description,reading_modes,page_count,categories,language,is_ebook,epub_is_available,pdf_is_available,maturity_rating,public_domain,image_links,preview_link
uZHsnwEACAAJ,The Secret Woman,Victoria Holt,,1971,,,318.0,['Fiction'],en,False,False,False,NOT_MATURE,False,,http://books.google.com.br/books?id=uZHsnwEACAAJ&dq=subject:romance&hl=&cd=132&source=gbs_api
Ji7qBy7M_CcC,Desire,Nicole Jordan,,2001,,,438.0,['Aristocracy (Social class)'],en,False,False,False,NOT_MATURE,False,http://books.google.com/books/content?id=Ji7qBy7M_CcC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com.br/books?id=Ji7qBy7M_CcC&dq=subject:romance&hl=&cd=133&source=gbs_api
hAKRoAEACAAJ,The Forget-Me-not Sonata,Santa Montefiore,Clipper Audio,2003,"The Hurlingham Club in Buenos Aires is a little piece of England. Here the Anglo-Argentinean community devour gossip as eagerly as the scones and Earl Grey tea. And it is here that Audrey Garnet loses her heart to Louis Forrester, the talented, troubled composer who sets tongues wagging with his eccentricities and chequered past...",,597.0,['Romance'],en,False,False,False,NOT_MATURE,False,,http://books.google.com.br/books?id=hAKRoAEACAAJ&dq=subject:romance&hl=&cd=134&source=gbs_api
v0oY0AEACAAJ,Scaramouche,Rafael Sabatini,,1945,,,0.0,['Fiction (General).'],en,False,False,False,NOT_MATURE,False,,http://books.google.com.br/books?id=v0oY0AEACAAJ&dq=subject:romance&hl=&cd=135&source=gbs_api
2zOYuBJF1uQC,Dating Game,Danielle Steel,Random House Large Print Publishing,2003,"Paris Armstrong is about to start over. Four little words, ""I want a divorce,"" have just shattered her perfect life -- and she never even saw it coming.",,580.0,['Fiction'],en,False,False,False,NOT_MATURE,False,http://books.google.com/books/content?id=2zOYuBJF1uQC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com.br/books?id=2zOYuBJF1uQC&dq=subject:romance&hl=&cd=136&source=gbs_api
skjoBgAAQBAJ,Deep,Kylie Scott,Macmillan,2015-03-31,"Ben Nicholson is the only man that has ever made ordinary girl Lizzy Rollins feel both completely safe and crazy with desire. The problem is, Ben is the irresistibly sexy bass player for Stage Dive and, no matter how much Lizzy may wish otherwise, he's only looking for a good time.",,271.0,['Fiction'],en,False,False,True,MATURE,False,http://books.google.com/books/content?id=skjoBgAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com.br/books?id=skjoBgAAQBAJ&dq=subject:romance&hl=&cd=137&source=gbs_api
CHZfPwAACAAJ,The House on Hope Street,Danielle Steel,,2000,"Life was good for Liz and Jack Sutherland. In 18 years of marriage, they had built a family, a successful law practice, and a warm, happy home near San Francisco, in a house on Hope Street. Then, in an instant, it all fell apart. It began like any other Christmas morning, with joy and children's laughter. But for Jack Sutherland, a five-minute errand ends in tragedy. And suddenly, Liz is alone, facing painful questions in the wake of an unbearable loss. How can she go on without her husband, her partner, her best friend? How can she grieve when she must console five devastated children, including one with special needs of his own? Powered by her children's love, Liz finds the strength to return to work, to become both mother and 'daddy', coaching her youngest son for the Special Olympics. And one by one the holidays come and go before her eyes: Valentine's Day without flowers and without Jack...Easter...July 4th...Then, just weeks before Labor Day, a devastating accident sends her oldest son to the hospital-and brings a doctor named Bill Webster into her life. Bill becomes a friend to Liz as he slowly heals her shattered son. And as long as the days of summer blend into fall, a new relationship offers new hope, and Liz reflects on what she has, on what she's lost, on the little blessings that give strength when nothing else is left. Then, with the first anniversary of her husband's death approaching, and with it another Christmas in the house on Hope Street, Liz will face one more crisis before she can look back at a year of mourning and change-and ahead to the beginning of a new life. THE HOUSE ON HOPE STREET is about learning to live again after you think life is over, about gettting up when you have been knocked down, again and again. It is about cherishing small miracles, and believing in big ones. It is above all about hope. ""From the Hardcover edition.""",,240.0,['Bereavement'],en,False,False,False,NOT_MATURE,False,,http://books.google.com.br/books?id=CHZfPwAACAAJ&dq=subject:romance&hl=&cd=138&source=gbs_api
N3xeqfsQNV0C,Demon Rumm,Sandra Brown,Bantam,2005,"It was the publicity stunt from hell as far as Kirsten Rumm was concerned. She may have been writing the book about her late husband, aeronautical daredevil Demon Rumm, but she didn’t see the need to play host to the arrogant bad-boy actor starring in the film version’s title role. Still, for the good of the project, Kirsten agreed to share her beachfront home with the impossibly sexy screen idol. Any other woman would do anything to be in her sandals, but Kirsten wasn’t falling for Rylan North, even if he did play his role of male lead to perfection. His down-home charm, his gentleness and virile charisma, might be seducing her in every sense of the word, but he was an actor, after all. Seducing an audience was his job. Rylan could have any woman he wanted. So why was he so desperately pretending to want her? From the moment he saw her, Rylan North knew that Kirsten Rumm was the woman he’d been waiting all his life to cast as the star in his real-life love story. What did it matter if he was every woman’s fantasy if he couldn’t get Kirsten to so much as glance his way? He’d caught the look of past hurt behind her sky-blue eyes–a dark secret that shadowed the sparkle. Rylan was determined to find out what tragedy held this passionate woman back from a second chance at love even if it cost him his reputation, his career, and his life. But first he’d have to get Kirsten to act on her instincts . . . and to trust the flesh-and-blood man behind the fantasy.",,228.0,['Fiction'],en,False,False,False,NOT_MATURE,False,http://books.google.com/books/content?id=N3xeqfsQNV0C&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com.br/books?id=N3xeqfsQNV0C&dq=subject:romance&hl=&cd=139&source=gbs_api
09xAuSGm3moC,The Independent Bride,Sophie Weston,Thorndike Press,2003,"Pepper is rendered uncharacteristically speechless when she encounters Steven Konig in a live TV debate. The man is gorgeous, but infuriatingly provocative, and he's flirting with her! Having turned her back on her life as an heiress, Pepper is determined to make it alone. But she's thrown into turmoil when Steven challenges her to take their attraction further...as far as the altar?",,290.0,['Fiction'],en,False,False,False,NOT_MATURE,False,http://books.google.com/books/content?id=09xAuSGm3moC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com.br/books?id=09xAuSGm3moC&dq=subject:romance&hl=&cd=140&source=gbs_api
y54uuAEACAAJ,29 Dates,Melissa De la Cruz,,2018,Seventeen-year-old Jisu's parents send her from South Korea to San Francisco for a fresh academic start and to continue going on arranged dates with men of her social class. -- provided by publisher.,,0.0,['Young Adult Fiction'],en,False,False,False,NOT_MATURE,False,http://books.google.com/books/content?id=y54uuAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com.br/books?id=y54uuAEACAAJ&dq=subject:romance&hl=&cd=141&source=gbs_api
xUrIDAEACAAJ,Me and Mr Jones,Lucy Diamond,Clipper Audio,2014-01-05,"Meet the women in love with the very different Jones brothers: Izzy is determined to escape her troubled past, but flirtatious Charlie is causing complications. Alicia's been happily married to loyal Hugh for years but secretly craves excitement. Emma's relationship with David was once fun and romantic but trying for a baby has taken its toll. As the future of the family's B&B becomes uncertain, Izzy, Alicia and Emma are thrown together unexpectedly... Me and Mr Jones is a sparkling tale of heartbreak, hope, friendship and love. 'The new queen of the gripping, light-hearted page-turner' EASY LIVING",,,['Audiobooks'],en,False,False,False,NOT_MATURE,False,http://books.google.com/books/content?id=xUrIDAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com.br/books?id=xUrIDAEACAAJ&dq=subject:romance&hl=&cd=142&source=gbs_api
JOMBDAAAQBAJ,Sweet Ache,K. Bromberg,Penguin,2015,"The New York Times bestselling author of the Driven series turns up the heat when a sexy bet turns into so much more.... Hawkin Play, the bad boy rock star with a good guy heart, has lived a lifetime of cleaning up after his twin brother's mistakes. Hunter's most recent screwup could land Hawke in jail and risk the band's future. Hawke agrees to guest lecture at a local college to stay in the judge's good graces--and a bet with his bandmate to seduce his sexy teaching assistant is icing on the cake. Quinlan Westin is harder to bed than Hawke imagined. She knows his type and is determined to avoid the rocker at all costs--even if their attraction runs deeper than simple lust. Just as Hawke might finally be winning over the girl, his brother has other plans. When Hunter realizes his twin finally has a weakness, he'll stop at nothing to take advantage....",,402.0,['Fiction'],en,False,False,True,MATURE,False,http://books.google.com/books/content?id=JOMBDAAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com.br/books?id=JOMBDAAAQBAJ&dq=subject:romance&hl=&cd=143&source=gbs_api
4DMPQQAACAAJ,Irresistible Forces,Danielle Steel,,1999,,,372.0,['Adultery'],en,False,False,False,NOT_MATURE,False,,http://books.google.com.br/books?id=4DMPQQAACAAJ&dq=subject:romance&hl=&cd=144&source=gbs_api
lHJ0PwAACAAJ,Invitation to Provence,Elizabeth A. Adler,,2005-01-01,"Franny Marten's life is unraveling--after arranging to meet her boyfriend Marcus for dinner she finds his wife waiting for her instead. After the initial shock wears off, Franny finds she has more in common with Clare Marks that she could ever have imagined. And, amazingly, the women become fast friends. But even more surprises are in store for Franny Marten: she is unexpectedly offered an all-expenses-paid invitation to go to a reunion of her estranged family in Provence. And Clare decides to charge the trip to Marcus (for his sins) and come along. Franny knows very little about the French side of her family, but how stressful can meeting long-lost aunts and cousins be after what she and Clare have just gone through? Provence is everything Franny pictured, but nothing at all what she expected. There are dangerous family secrets buried deep in the lovely, lush landscape of Provence, and someone who will go to any lengths to keep Franny from uncovering them. Jake Bronson is an American with ties to the Marten family, and he seems to know more than he's saying. He's the most intriguing and compelling man Franny's ever encountered, but there are treacherous currents surrounding him. And at the center of it all is the matriarch, Rafaella Marten, a woman with secrets going back decades. Her two sons have caused her both heartache and joy, but Franny may ultimately be the key to truly reuniting the Marten family--and putting to rest the shadows, scandals, and the rivalry of a dynasty. Evoking the lush descriptions of everything that is Provence, Elizabeth Adler casts an unforgettable spell as Invitation to Provence transports you to a truly magical place.",,392.0,['Americans'],en,False,False,False,NOT_MATURE,False,,http://books.google.com.br/books?id=lHJ0PwAACAAJ&dq=subject:romance&hl=&cd=145&source=gbs_api
ExwdzQEACAAJ,The Devil who Tamed Her,Johanna Lindsey,,2007,"Offended by an earl's daughter's rude temperament, wealthy Raphael Locke takes the young woman under his wing to prove to a friend that he can transform her into a good-natured and eligible match for a gentleman.",,483.0,['Large type books'],en,False,False,False,NOT_MATURE,False,,http://books.google.com.br/books?id=ExwdzQEACAAJ&dq=subject:romance&hl=&cd=146&source=gbs_api
TmDhCwAAQBAJ,The Girl from Summer Hill,Jude Deveraux,Ballantine Books,2016,"The first novel of New York Times bestselling author Jude Deveraux's breathtaking series set in Summer Hill, a small town where love takes centre stage against the backdrop of Jane Austen's Pride and Prejudice. Enter Elizabeth Bennet. Chef Casey Reddick has had it up to here with men. Arriving in the charming town of Summer Hill, Virginia, peace and quiet on the picturesque Tattwell plantation is just what she needs. But the tranquillity is broken one morning when she sees a gorgeous naked man on her porch. Enter Mr. Darcy. What Tate Landers, Hollywood heartthrob and owner of Tattwell, doesn't need on a bittersweet trip to his ancestral home is a woman spying on him. His anger, which looks so good on the screen, makes a bad first impression on Casey - and she lets him know it",,385.0,['Fiction'],en,False,False,True,NOT_MATURE,False,http://books.google.com/books/content?id=TmDhCwAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com.br/books?id=TmDhCwAAQBAJ&dq=subject:romance&hl=&cd=147&source=gbs_api
W7MNSQAACAAJ,To Beguile a Beast,Elizabeth Hoyt,,2009,Sir Alistair Munroe is a naturalist knighted for his service to the crown during the French & Indian War - a war that left himhorribly maimed. Because of his scars he lives a near solitary existence in a crumbling Scottish castle.,,453.0,['Housekeepers'],en,False,False,False,NOT_MATURE,False,,http://books.google.com.br/books?id=W7MNSQAACAAJ&dq=subject:romance&hl=&cd=148&source=gbs_api
